#,song_id,echonest_id,date,title,artist,rank,exrank,peak,weeksOn,writer,producer,promotion,tempo,key,loudness,duration,energy,danceability,mode,year
19811,56037,SOGRGKL12C0DD0556E,9/1/1990,Knockin Boots,Candyman,91,0,9,23,"Candyman,W.Clarke,B.Wright,E.Hamilton,R.Wylie,A.Hamilton",Candyman,Epic,203.538,6,-19.201,282.69669,0.580092536,0.657417448,1,1990
7049,88128,SOGWHOB12A6D4FEB3C,8/2/2008,Dangerous,Kardinal Offishall Featuring Akon,9,14,9,11,"J.D.Harrow,A.Thiam,C.Bahamonde,D.Sales",Vanguards,KonLive/Geffen,116.985,7,-5.785,246.20363,0.774956678,0.903846756,0,2008
15035,5480,SOGXDVU12C0DDBD1C2,7/20/1968,I Can't Stop Dancing,Archie Bell & The Drells,78,0,9,10,,,n/a,117.108,0,-17.944,138.55302,0.836508248,0.519327484,1,1968
24297,69407,SOGYDDH12A8151CA15,10/18/1975,My Little Town,Simon & Garfunkel,81,0,9,14,,,,126.148,7,-8.743,276.00934,0.49677285,0.393754971,1,1975
14569,34315,SOGZKTO12B0B80677D,4/18/1998,How s It Going To Be,Third Eye Blind,22,23,9,52,"S.Jenkins,K.Cadogan","S.Jenkins,E.Valentine,R.Klyce",EEG,160.689,5,-9.578,253.57016,0.35973678,0.420784395,1,1998
9022,71586,SOHBJZV12AF72A228C,8/17/1974,Earache My Eye (Featuring Alice Bowie),Cheech & Chong,72,0,9,13,,,,181.068,11,-9.604,150.54322,0.930673656,0.39344843,0,1974
16619,19202,SOHDXZR12C0DDBD600,6/20/1964,I Wanna Love Him So Bad,The Jelly Beans,88,0,9,12,,,n/a,123.173,2,-18.053,169.24689,0.549718989,0.465831171,1,1964
13646,104332,SOHFRZL12A8C138880,10/27/2001,Hero,Enrique Iglesias,9,12,9,5,"E.Iglesias,P.Barry,M.Taylor",M.Taylor,Interscope,127.909,4,-4.547,197.38077,0.806935006,0.727051241,0,2001
393,72480,SOHGHSK12A8C140084,12/21/1974,#9 Dream,John Lennon,68,0,9,12,,,,114.634,0,-11.142,287.60771,0.563276399,0.388058602,1,1974
22765,81085,SOHGLOV12A8C13D143,4/4/1970,Make Me Smile,Chicago,89,0,9,14,,,,127.402,8,-11.437,210.80771,0.782742113,0.535805046,1,1970
18006,88585,SOHGXZS12AB017E73B,10/4/2008,In The Ayer,Flo Rida Featuring will.i.am,20,15,9,14,"T.Dillard,W.Adams,T.Butler",will.i.am,Poe Boy,129.042,10,-6.499,213.9424,0.759760314,0.67638122,1,2008
3704,90612,SOHHMHD12A8C134605,7/21/2007,Big Things Poppin' (Do It),T.I.,9,11,9,7,"C.J.Harris, Jr.,B.Thomas",M.Fresh,Grand Hustle,169.001,7,-6.393,286.06649,0.361371817,0.64622238,1,2007
17922,8933,SOHHNAU12AB018881F,11/11/1967,In And Out Of Love,The Supremes,65,0,9,8,,,n/a,159.603,2,-7.716,162.53342,0.696195679,0.328397729,0,1967
7027,33654,SOHIPFL12AF72A6DA0,1/10/1998,Dangerous,Busta Rhymes,57,0,9,19,"T.Smith,R.Smith,H.Stone,F.Stonewall,A.Colon,L.Dermer",R.Smith,EEG,137.492,11,-8.221,216.97261,0.57653624,0.865583357,0,1998
27451,102700,SOHKPAK12AF72A5538,3/17/2001,Promise,Jagged Edge,9,9,9,13,"J.Dupri,B.Casey,B.Casey,B.Young,B.M.Cox,G.Smith","J.Dupri,B.M.Cox",Columbia,88.184,0,-7.605,271.51628,0.581486727,0.649266335,1,2001
16510,27665,SOHLPTZ12B3A1D0264,9/25/1961,I Understand (Just How You Feel),The G-Clefs,74,0,9,16,,,n/a,95.405,0,-25.403,164.96281,0.098030372,0.426712998,1,1961
47,22525,SOHNTWS12C0DD04D89,9/28/1963,(Down At) Papa Joe's,The Dixiebelles,90,0,9,13,,,n/a,183.424,9,-20.52,127.86893,0.578943303,0.478840511,1,1963
5946,83980,SOHQKHK12C0DD02EFB,10/2/2010,Club Can't Handle Me,Flo Rida Featuring David Guetta,9,9,9,12,"T.Dillard,C.Key,K.C.Livingston,M.Caren,D.Guetta,F.Riesterer,G.Tuinfort",D.Guetta,Poe Boy,85.309,0,-17.432,232.51546,0.43378068,0.489113714,1,2010
5493,7883,SOHQOZQ12A58A7BFC4,6/17/1967,Carrie-Anne,The Hollies,73,0,9,13,,,n/a,132.399,0,-6.244,212.61016,0.695924078,0.521686709,1,1967
27335,26235,SOHUDSY12C106D08B5,3/13/1961,Portrait Of My Love,Steve Lawrence,62,0,9,16,,,n/a,90.106,0,-21.048,171.57179,0.3389727,0.193721954,1,1961
7939,82644,SOHXIDE12B0B80873A,11/14/1970,Domino,Van Morrison,85,0,9,12,,,,133.459,2,-12.433,185.05098,0.777220855,0.655240808,1,1970
37435,100603,SOHXKYY12A8C137569,5/18/2002,Underneath Your Clothes,Shakira,9,13,9,10,"S.Mebarak R.,L.Mendez","S.Mebarak R.,L.Mendez",,127.994,1,-7.656,412.02893,0.606169852,0.842856745,1,2002
14120,99171,SOHZYYQ12A6D4F913B,10/25/2003,Holidae In,Chingy Featuring Ludacris & Snoop Dogg,9,18,9,6,"A.Lee,S.Daugherty,H.Bailey,C.Bridges",Trak Starz,Capitol,122.613,1,-6.701,469.4722,0.660870133,0.852045586,1,2003
38411,84963,SOIASJC12AB0183521,5/16/2009,We Made You,Eminem,13,11,9,3,"M.Mathers,A.Young,M.Batson,D.Parker,T.Lawrence,W.Egan","Dr. Dre,Eminem",Web/Shady/Aftermath,114.019,7,-1.502,269.58322,0.646981493,0.906094196,0,2009
4280,4065,SOILARU12AC468D4D4,1/6/1968,Bottle Of Wine,The Fireballs,79,0,9,14,,,n/a,151.691,9,-5.363,124.13342,0.733389809,0.461658312,1,1968
24203,18410,SOILMSO12AB0181E85,2/29/1964,My Heart Belongs To Only You,Bobby Vinton,65,0,9,9,,,n/a,108.504,6,-15.324,162.14159,0.516656547,0.427802636,1,1964
24264,95020,SOIPYPB12A8C1360D4,3/20/2004,My Immortal,Evanescence,9,13,9,11,"A. Lee,B. Moody,D. Hodges","D.Fortman,B.Moody",,75.452,9,-10.873,262.79138,0.114923186,0.186056785,1,2004
10362,39085,SOIQMZE12A8C13413C,2/24/1996,Follow You Down/Til I Hear It From You,Gin Blossoms,11,11,9,46,"J.Valenzuela,R.Wilson,M.Crenshaw,S.Johnson,B.Leen,P.Rhodes","J.Hampton,Gin Blossoms",A&M,124.411,9,-6.103,231.33995,0.549335345,0.519873801,1,1996
31546,61970,SOISWOC12A8C13DCDD,12/16/1978,Somewhere In The Night,Barry Manilow,75,0,9,15,,,,80.678,5,-8.738,209.18812,0.404062,0.277176933,1,1978
2810,76004,SOIUOGI12AF729CF23,4/29/1972,Back Off Boogaloo,Ringo Starr,11,0,9,10,,,,175.284,2,-15.299,199.94077,0.876870854,0.461675028,1,1972
28814,95707,SOIVBTY12A8C13A505,6/26/2004,Roses,OutKast,11,9,9,16,"A.Benjamin,A.Patton,M.Boykin","M.Boykin,Andre 3000",Zomba,108.978,0,-6.749,369.65832,0.442794783,0.679214318,1,2004
1297,83930,SOIVWPB12AB018AC7B,5/8/2010,Airplanes,B.o.B Featuring Hayley Williams Of Paramore,9,12,9,2,"B.R.Simmons, Jr.,J.Franks,A.Grant,J.Dussolliet,T.Sommers","Alex Da Kid,FRANK E",RebelRock/Grand Hustle,92.876,2,-4.67,181.10649,0.671493986,0.598392628,1,2010
15297,12186,SOIWMVW12AB0186EB1,2/12/1966,I Fought The Law,Bobby Fuller Four,33,0,9,11,,,n/a,152.048,8,-9.791,135.78404,0.744248126,0.494537369,1,1966
25744,21140,SOIYKOP12AB01894A0,3/23/1963,On Broadway,The Drifters,82,0,9,10,,,n/a,112.624,2,-11.922,170.29179,0.354957797,0.733123171,1,1963
21650,67106,SOIZIMS12AF72A58D1,11/27/1976,Lost Without Your Love,Bread,47,0,9,16,,,,145.628,10,-11.337,175.01995,0.384187554,0.281430566,1,1976
27558,112317,SOIZPNY12A8C139608,11/19/1988,Put A Little Love In Your Heart,Annie Lennox ,53,71,9,17,"J.DeShannon,R.Meyers,J.Holiday",D.A.Stewart,A,101.371,11,-6.76,228.70159,0.748565941,0.550430144,1,1988
8179,27042,SOJAKMG12B3A1C5493,7/3/1961,Don't Bet Money Honey,Linda Scott,85,0,9,14,,,n/a,100.591,2,-17.043,148.50567,0.365646579,0.496293952,0,1961
12577,6270,SOJAOUO12A81C203E0,11/9/1968,Hang 'Em High,Booker T. & The MG's,94,0,9,18,,,n/a,117.395,0,-12.916,231.33995,0.378077723,0.494454305,1,1968
4420,123632,SOJAXKU12AB017E5BC,6/2/1984,Breakin ...there s No Stopping Us,Ollie And Jerry,62,0,9,1,"O.E.Brown,J.Knight",O.E.Brown,PolyGram,116.61,10,-10.125,222.27546,0.626269492,0.750350171,0,1984
40147,100675,SOJCOVB12B0B807DC9,5/25/2002,Without Me,Eminem,9,20,9,3,"M.Mathers,K.Bell,J.Bass,M.McLaren,A.Dudley,T.Horn","Eminem,J.Bass",Interscope,112.23,7,-2.787,291.26485,0.336702702,0.912218515,1,2002
21880,13693,SOJERZP12AF72A50E8,5/14/1966,Love Is Like An Itching In My Heart,The Supremes,15,0,9,8,,,n/a,86.57,5,-9.201,177.91955,0.610038434,0.636136844,0,1966
10569,28601,SOJGPGI12B55276D9E,2/8/1960,Forever,The Little Dippers,27,0,9,14,,,n/a,72.545,0,-19.949,137.74322,0.15774653,0.514733925,1,1960
12226,61000,SOJHLNZ12AB018171D,7/29/1978,Got To Get You Into My Life,"Earth, Wind & Fire",69,0,9,13,,,,140.686,6,-7.356,241.31873,0.631257577,0.641943041,1,1978
29191,132435,SOJHRKU12AF72A228D,12/13/1980,Same Old Lang Syne,Dan Fogelberg,75,0,9,18,,,,107.499,0,-9.64,319.9473,0.304844528,0.527330151,1,1980
31216,88388,SOJMSIH12AB01884BD,9/6/2008,So What,Pink,9,0,9,1,"P!nk,M.Martin,Shellback",M.Martin,LaFace,125.868,9,-5.289,216.18893,0.60207388,0.544705927,1,2008
25902,131281,SOJSMOY12AB018DC19,6/28/1980,One In A Million You,Larry Graham,86,0,9,20,,,,142.525,10,-13.495,251.37587,0.214591628,0.447832462,1,1980
28776,107849,SOJSQUV12C0DDBDC92,3/4/1989,Room To Move,Animotion,48,60,9,18,"S.Climie,R.Fisher,D.Morgan","S.Barri,T.Peluso",PolyGram,99.764,5,-17.333,235.28444,0.706543662,0.679820416,1,1989
6838,77641,SOJUGCQ12AB01832E1,12/16/1972,Daddy's Home,Jermaine Jackson,84,0,9,18,,,,81.243,4,-8.521,182.7522,0.360362614,0.429454892,0,1972
3772,85082,SOJUGUW12AF72A78BA,5/30/2009,Birthday Sex,Jeremih,9,13,9,6,"J.Felton,K.James,M.Schultz",M.Schultz,Mick Schultz/Def Jam,120.179,7,-6.61,226.55955,0.284897454,0.667687636,0,2009
11431,81438,SOJUJBU12AB0189D34,5/23/1970,Gimme Dat Ding,The Pipkins,65,0,9,12,,,,99.007,9,-8.352,121.91302,0.637424211,0.74138368,0,1970
17039,78722,SOJUKCH12AB017F8C3,5/8/1971,I'll Meet You Halfway,The Partridge Family,69,0,9,9,,,,111.479,0,-10.333,229.40689,0.433907061,0.523858445,1,1971
12080,76889,SOJZZGK12C0DDBD3E1,9/2/1972,Good Time Charlie's Got The Blues,Danny O'Keefe,87,0,9,13,,,,167.874,7,-21.105,176.32608,0.345441506,0.313503246,1,1972
3975,30314,SOKAERF12AB0189F57,10/3/1960,Blue Angel,Roy Orbison,68,0,9,14,,,n/a,101.313,5,-12.319,198.13832,0.593259267,0.384222463,1,1960
18235,79839,SOKAKYC12A58A78AD6,10/16/1971,Inner City Blues (Make Me Wanna Holler),Marvin Gaye,35,0,9,9,,,,93.988,1,-9.484,326.76526,0.582724559,0.665564526,1,1971
11196,118992,SOKARFA12AF72A474E,6/15/1985,Get It On (Bang A Gong),The Power Station,43,58,9,15,M.Bolan,B.Edwards,Capitol,124.071,11,-9.099,226.55955,0.873347209,0.699226291,0,1985
40744,57780,SOKCBYB12A8C139153,5/5/1979,You Can't Change That,Ray Parker Jr.,76,0,9,22,,,,170.017,1,-10.885,205.40036,0.623393713,0.662511281,0,1979
1396,95299,SOKCEYC12A6D4F9C50,5/1/2004,All Falls Down,Kanye West Featuring Syleena Johnson,9,11,9,8,"K.West,L.Hill",K.West,IDJMG,112.7,6,-7.967,193.09669,0.858183357,0.460674352,0,2004
1546,103615,SOKFWVR12A8C13B839,7/21/2001,All Or Nothing,O-Town,9,17,9,7,"S.Mac,W.Hector",S.Mac,J,126.884,0,-5.839,281.28608,0.334390359,0.554178588,1,2001
36781,3328,SOKHYMV12C0DD05645,9/20/1969,Tracy,The Cuff Links,68,0,9,12,,,n/a,130.07,10,-18.14,124.96934,0.41661135,0.699735257,0,1969
38792,20958,SOKJECG12C106D26F4,2/23/1963,What Will Mary Say,Johnny Mathis,17,0,9,12,,,n/a,116.744,0,-22.761,188.13342,0.267079556,0.211859776,1,1963
13115,17034,SOKLQHU12AF72A9F91,8/21/1965,Heart Full Of Soul,The Yardbirds,30,0,9,12,,,n/a,140.989,2,-12.607,147.93098,0.707156292,0.490529094,0,1965
14660,104488,SOKMHKY12AF72AB079,11/17/2001,How You Remind Me,Nickelback,9,11,9,11,"C.Kroeger,Nickelback",R.Parashar,IDJMG,171.845,10,-5.004,222.24934,0.490995067,0.484450282,1,2001
7198,28268,SOKOCZP12C0DD057A3,12/25/1961,Dear Lady Twist,Gary U.S. Bonds,50,0,9,16,,,n/a,138.857,0,-16.171,151.30077,0.915123063,0.466503491,1,1961
1446,74386,SOKPBLQ12A8C132329,9/15/1973,All I Know,Art Garfunkel,79,0,9,14,,,,70.258,10,-15.82,145.73669,0.265502735,0.373239102,1,1973
15721,113402,SOKPELE12A6D4F6D04,4/18/1987,I Know What I Like,Huey Lewis ,35,40,9,14,"C.Hayes,H.Lewis",Huey Lewis ,EMI,108.208,7,-10.715,239.49016,0.792115892,0.589823433,1,1987
38583,100079,SOKUMEY12AF72A574B,3/2/2002,What About Us?,Brandy,9,10,9,6,"R.Jerkins,K.Pratt,L.Daniels,F.Jerkins III",R.Jerkins,,93.107,8,-1.928,237.37424,0.629152797,0.56569301,1,2002
20575,131207,SOKWHDH12AB018301B,6/21/1980,Let My Love Open The Door,Pete Townshend,59,0,9,19,,,,164.843,0,-5.635,162.82077,0.586618625,0.615084684,1,1980
40561,63062,SOKYKNL12AF72A29B8,5/7/1977,You And Me,Alice Cooper,70,0,9,21,,,,114.317,10,-18.219,145.68444,0.465860394,0.56583095,0,1977
36735,114102,SOKZKLB12AF72A237B,7/25/1987,Touch Of Grey,Grateful Dead,77,0,9,15,"Garcia,Hunter","J.Garcia,J.Cutler",Arista,159.995,4,-9.283,350.77179,0.598744056,0.630152751,1,1987
17225,103330,SOLERFN12A8C13EC44,6/9/2001,I'm Like A Bird,Nelly Furtado,16,12,9,15,N.Furtado,"G.Eaton,B.West",DreamWorks,91.767,5,-9.4,234.34404,0.477134804,0.641186666,0,2001
6133,89338,SOLHKLD12A58A7F553,1/20/2007,Come To Me,Diddy Featuring Nicole Scherzinger,72,67,9,19,"R.Frierson,S.Combs,M.Winans,I.Izuagb,J.White,S.Winans,N.Scherzinger,S.Lawrence","Younglord,Jai,Diddy",Bad Boy,123.989,11,-7.065,475.16689,0.688939347,0.77136925,1,2007
9632,49770,SOLIKRO12A8C13C919,4/4/1992,Everything About You,Ugly Kid Joe,69,0,9,20,"K.Eichstadt,W.Crane","R.Dorn,Ugly Kid Joe",IDJMG,122.793,1,-8.361,255.242,0.723640748,0.448405203,1,1992
39865,72840,SOLOEWJ12C106D086E,2/17/1973,Wildflower,Skylark,99,0,9,21,,,,125.735,5,-22.461,248.24118,0.276537608,0.45780184,1,1973
33458,126843,SOLRMPL12A58A7C37E,8/20/1983,Telefone (Long Distance Love Affair),Sheena Easton,67,0,9,22,,,9,138.074,6,-12.01,225.38404,0.627261534,0.836543743,0,1983
16115,44422,SOLTHPK12A58A7A679,3/12/1994,I m Ready,Tevin Campbell,66,0,9,22,Babyface,"Babyface,D.Simmons",Warner Bros.,91.203,0,-6.72,286.9024,0.436576471,0.699823357,1,1994
10349,103048,SOLYFRV12C106CA49B,5/5/2001,Follow Me,Uncle Kracker,9,13,9,9,"M.Shafer,M.Bradford","Kid Rock,M.Bradford",Atlantic,104.981,5,-16.137,208.22159,0.452154802,0.790396101,1,2001
40853,99565,SOLYUHQ12A8C13A5E8,12/20/2003,You Don't Know My Name,Alicia Keys,9,14,9,6,"A.Keys,K.West,H.Lilly,J.R.Bailey,M.Kent,K.Williams","A.Keys,K.West",RMG,84.05,6,-10.805,267.4673,0.436438126,0.491743908,0,2003
38042,112350,SOLZDCY12C0DDBE09E,11/26/1988,Walking Away,Information Society,98,0,9,19,P.Robb,F.Maher,Reprise,121.667,10,-15.357,232.75057,0.826189357,0.690015192,0,1988
21189,104365,SOMCTKJ12AAF3B33E7,11/3/2001,Livin' It Up,Ja Rule Featuring Case,9,12,9,10,"J.Atkins,R.Mays,I.Lorenzo,S.Wonder","Lil' Rob,I.Gotti",IDJMG,106.075,1,-4.658,257.48853,0.659748098,0.753705609,1,2001
4619,43145,SOMFHVV12AF729E9E0,9/16/1995,Brokenhearted,Brandy,22,37,9,20,"K.Crouch,K.Jones","K.Crouch,K.Jones",Atlantic,140.062,1,-12.007,354.37669,0.272229953,0.669116573,1,1995
1571,118232,SOMHKZJ12AB0180BBE,2/23/1985,All She Wants to Do Is Dance,Don Henley,65,0,9,19,D.Kortchmar,"D.Henley,D.Kortchmar,G.Ladanyi",Warner Bros.,115.093,7,-4.866,269.66159,0.69782709,0.715953108,1,1985
2734,1128,SOMMXZT12C0DDBEA83,6/7/1969,"Baby, I Love You",Andy Kim,67,0,9,16,,,n/a,219.661,2,-16.622,171.38893,0.68105706,0.281727698,1,1969
32791,12393,SOMNFLU12A582910C4,3/12/1966,Sure Gonna Miss Her,Gary Lewis & The Playboys,55,0,9,9,,,n/a,165.949,11,-12.589,141.322,0.547951641,0.607461121,0,1966
23367,98530,SOMNNYM12A58A7D90E,7/26/2003,Miss Independent,Kelly Clarkson,9,9,9,11,"R.Lawrence,C.Aguilera,K.Clarkson,M.Morris",R.Lawrence,RMG,86.693,9,-10.501,560.37832,0.829780034,0.731713889,1,2003
26260,105598,SOMTXSB12AF72ACC38,4/22/2000,Oops!...I Did It Again,Britney Spears,67,0,9,20,"M.Martin,Rami","M.Martin,Rami",Jive,95.04,11,-5.211,211.17342,0.712177272,0.800331917,1,2000
8052,115147,SOMUEHY12AB018992C,12/19/1987,Don t Shed A Tear,Paul Carrack,39,45,9,24,"E.Schwartz,R.Friedman",C.Neil,EMI,109.776,2,-10.544,295.49669,0.626750647,0.646968055,1,1987
3297,93933,SOMVYWM12AF729D4D5,10/22/2005,Because Of You,Kelly Clarkson,9,14,9,8,"K.Clarkson,D. Hodges,B. Moody","D.Hodges,B.Moody",RMG,131.009,10,-6.007,216.63302,0.890397807,0.817071654,1,2005
1908,88494,SOMWKCQ12AB018142F,9/27/2008,American Boy,Estelle Featuring Kanye West,9,53,9,22,"W.Adams,E.Swaray,K.West,J.Lopez,C.Speir,K.Harris",will.i.am,Home School,127.986,4,-8.695,428.64281,0.668714616,0.679991988,1,2008
37628,24624,SOMZLQD12A8C1373A7,7/28/1962,Vacation,Connie Francis,78,0,9,9,,,n/a,143.188,0,-8.866,144.01261,0.672927159,0.575526471,1,1962
35784,45389,SOMZONP12AF72A11A7,7/23/1994,This D.J.,Warren G,51,0,9,20,W.Griffin,Warren G,IDJMG,92.016,0,-11.066,204.14649,0.36253064,0.847633931,1,1994
4245,124919,SOMZQFE12B0B807A15,11/24/1984,Born In The USA,Bruce Springsteen,32,42,9,17,B.Springsteen,"B.Springsteen,J.Landau,C.Plotkin,S.Van Zandt",Columbia,62.646,4,-6.457,443.55873,0.613383083,0.17044791,0,1984
16904,53533,SONAYRV12A8C142D11,9/14/1991,I Wonder Why,Curtis Stigers,81,97,9,20,"C.Stigers,G.Ballard",G.Ballard,Arista,135.333,0,-8.911,266.31791,0.434506975,0.540116361,1,1991
36560,33989,SONDPVO12A6D4FA0C0,2/28/1998,Too Much,Spice Girls,11,9,9,20,"Spice Girls,Watkins,Wilson",Absolute,Virgin,120.05,2,-4.825,271.59465,0.498263461,0.675298611,1,1998
33791,24236,SONEYTQ12B3A1BA15D,6/2/1962,That's Old Fashioned (That's The Way Love Should Be),The Everly Brothers,33,0,9,11,,,n/a,116.95,4,-18.62,141.81832,0.534583592,0.693523558,0,1962
29197,8335,SONHGYE12A8C141905,8/19/1967,San Franciscan Nights,The Animals,31,0,9,10,,,n/a,91.36,0,-12.807,200.59383,0.294142515,0.704585986,1,1967
41674,116037,SONKFVK12A58A8042F,4/19/1986,Your Wildest Dreams,The Moody Blues,95,0,9,21,J.Hayward,T.Visconti,PolyGram,140.499,7,-7.392,295.6273,0.731460043,0.576295853,1,1986
41189,119307,SONRIUL12AB0181A7D,7/27/1985,You re Only Human (Second Wind),Billy Joel,31,39,9,16,B.Joel,P.Ramone,Columbia,140.564,0,-9.348,212.27057,0.31782604,0.455360604,1,1985
35870,87968,SONSOGK12A6D4FDC69,7/12/2008,This Is Me,Demi Lovato & Joe Jonas,9,11,9,2,"A.Watts,A.Dodd","A.Watts,A.Dodd",Walt Disney,90.957,1,-3.505,187.74159,0.511775924,0.493168761,1,2008
22252,111313,SONXSAO12A8C13E177,7/2/1988,Love Will Save The Day,Whitney Houston,52,0,9,16,Toni C.,J.Benitez,Arista,233.47,0,-11.61,298.762,0.71018201,0.711043783,1,1988
36050,26570,SOOCCQK12A58A796DC,5/1/1961,Those Oldies But Goodies (Remind Me Of You),Little Caesar & The Romans,80,0,9,13,,,n/a,105.211,7,-16.513,179.56526,0.594014292,0.437041824,1,1961
4769,126824,SOOGJIM12AF72A7AA7,8/20/1983,Burning Down The House,Talking Heads,54,0,9,20,,,9,205.421,5,-13.038,241.99791,0.85508702,0.651156608,0,1983
22674,66191,SOOGTDF12AB018A15A,7/17/1976,Magic Man,Heart,85,0,9,23,,,,102.204,0,-11.648,338.72934,0.648971827,0.534866991,1,1976
26135,128297,SOOHBAU12B0B806D25,5/8/1982,Only The Lonely,The Motels,69,0,9,23,,,,114.741,1,-12.639,197.09342,0.330488859,0.527696553,1,1982
9312,70091,SOOJHMM12A8C13D0F8,1/26/1974,Eres Tu (Touch The Wind),Mocedades,70,0,9,17,,,,80.462,9,-3.93,226.40281,0.647112424,0.387832518,1,1974
16256,76156,SOOKFYC12A58A78FE3,5/20/1972,I Need You,America,62,0,9,10,,,,130.601,11,-10.056,160.46975,0.426413457,0.477914679,0,1972
34771,50466,SOOKKRY12A67FFB354,7/11/1992,The One,Elton John,40,50,9,22,"E.John,B.Taupin",C.Thomas,MCA,152.257,10,-7.959,353.2273,0.471665806,0.41640168,1,1992
12658,101333,SOOSQAS12C0DD02C3C,8/24/2002,Happy,Ashanti,9,12,9,13,"R.Calhoun,A.Douglas,A.Parker,I.Lorenzo","C.Santana,I.Gotti",IDJMG,89.489,2,-15.828,259.44771,0.30566745,0.750126071,1,2002
14663,33800,SOOXLUB12A58920429,1/31/1998,How's It Going To Be,Third Eye Blind,14,16,9,52,"S.Jenkins,K.Cadogan","S.Jenkins,E.Valentine,R.Klyce",EEG,160.573,5,-9.532,253.49179,0.396764339,0.516054973,1,1998
17261,103782,SOOXREU12A8C132CEA,8/11/2001,I'm Real,Jennifer Lopez,9,12,9,6,"J.Lopez,T.Oliver,C.Rooney,L.E.S.","T.Oliver,C.Rooney,L.E.S.",Epic,83.557,9,-7.797,257.09669,0.564755059,0.700899904,1,2001
29661,18068,SOPCGKR12A8C1375AB,1/11/1964,See The Funny Little Clown,Bobby Goldsboro,83,0,9,13,,,n/a,107.242,7,-16.463,154.8273,0.465726053,0.556103483,1,1964
17848,74792,SOPEDPH12A58A7CD91,11/17/1973,If You're Ready (Come Go With Me),The Staple Singers,25,0,9,16,,,,101.014,4,-14.099,267.75465,0.541180084,0.722882861,1,1973
15958,6445,SOPFKOO12AF72A1ACE,11/30/1968,I Love How You Love Me,Bobby Vinton,12,0,9,14,,,n/a,152.654,6,-17.876,149.9424,0.237810676,0.174440364,1,1968
5154,48592,SOPHPCS12C106D202D,10/16/1993,Can We Talk,Tevin Campbell,59,0,9,26,"Babyface,D.Simmons","Babyface,D.Simmons",Warner Bros.,86.232,4,-16.605,260.62322,0.56874682,0.691238014,0,1993
16260,7144,SOPJBEP12A8C133F63,3/4/1967,I Never Loved A Man (The Way I Love You),Aretha Franklin,80,0,9,11,,,n/a,90.143,5,-11.141,166.29506,0.325162387,0.696936778,1,1967
24973,67434,SOPJZPO12AB01852BE,1/11/1975,Nightingale,Carole King,55,0,9,12,,,,121.778,8,-11.563,204.48608,0.678572072,0.523999741,0,1975
31786,94903,SOPKHDT12A8C142CFC,3/6/2004,Splash Waterfalls,Ludacris,9,14,9,10,"C.Bridges,M.Guy,L.Mizell",Icedrake,IDJMG,97.296,8,-6.283,292.41424,0.805480714,0.705349057,1,2004
40647,66449,SOPLEUO12B0B80960A,8/21/1976,You Are The Woman,Firefall,82,0,9,22,,,,121.234,2,-11.055,174.41914,0.523856633,0.731442668,1,1976
17165,20283,SOPNCLJ12AF72A13D5,11/21/1964,I'm Gonna Be Strong,Gene Pitney,12,0,9,12,,,n/a,92.587,5,-11.298,134.24281,0.585707398,0.397136555,1,1964
40045,76942,SOPYODE12A8C13EB37,9/9/1972,Witchy Woman,Eagles,78,0,9,13,,,,234.559,3,-14.998,196.07465,0.215882236,0.228717289,1,1972
21322,92603,SOPYVJE12AF72A4EC6,4/23/2005,Lonely No More,Rob Thomas,9,13,9,10,R.Thomas,M.Serletic,Atlantic,85.854,0,-3.476,226.71628,0.768441264,0.6470538,1,2005
12246,37555,SOPYVQT12A8C137FA8,7/19/1997,Gotham City,R. Kelly,17,0,9,20,R.Kelly,R.Kelly,Jive,166.148,1,-5.515,295.1571,0.374029367,0.606078826,1,1997
16837,38626,SOPZAOR12AF72A425E,12/20/1997,I Will Come To You,Hanson,11,9,9,20,"I.Hanson,T.Hanson,Z.Hanson,B.Mann,C.Weil",S.Lironi,IDJMG,136.067,5,-5.885,272.1171,0.631082708,0.4122118,1,1997
22203,117194,SOPZJQK12A6D4F7193,10/4/1986,Love Will Conquer All,Lionel Richie,56,0,9,18,"L.Richie,C.Weil,G.Phillinganes","L.Richie,J.Carmichael",Motown,98.289,2,-10.233,257.14893,0.468238158,0.807621083,0,1986
12707,83161,SOQCTNB12AC468931E,1/23/2010,Hard,Rihanna Featuring Jeezy,9,15,9,8,"T.Nash,C.A.Stewart,R.Fenty,J.W.Jenkins","C.Stewart,T.Nash",SRP/Def Jam,125.219,9,-4.438,214.30812,0.663844747,0.655891969,1,2010
12811,91358,SOQGUEC12AB017E96F,11/3/2007,Hate That I Love You,Rihanna Featuring Ne-Yo,9,15,9,8,"S.Smith,T.E.Hermansen,M.S.Eriksen",StarGate,SRP/Def Jam,93.986,1,-5.751,220.39465,0.616876196,0.680847638,1,2007
32068,94156,SOQIUXU12A67ADAEF4,11/26/2005,Stickwitu,The Pussycat Dolls,9,18,9,6,"F.Golde,K.Livigston,R.Palmer","R.Fair,T.Herzberg",A&M,160.065,9,-8.834,207.56853,0.354139828,0.591579245,1,2005
19574,20336,SOQKOFW12AC468DF0E,11/28/1964,Keep Searchin' (We'll Follow The Sun),Del Shannon,71,0,9,14,,,n/a,149.635,9,-11.262,129.04444,0.689600307,0.405340546,1,1964
15999,28856,SOQNQDX12A58A7BF26,3/14/1960,I Love The Way You Love,Marv Johnson,53,0,9,13,,,n/a,132.686,9,-9.914,158.69342,0.559248956,0.810167533,1,1960
